Event,Header,PacketLength,TriggerType,StatusFlags,FlagPileup,FlagPolarity,FlagOffset,FlagCfdValid,HeaderType,TriggerID,ModuleID,ChannelID,SyncDelay,SynceCount,PeakSum,PeakTime,Prerise,IntegratedSum,Baseline,CFDPoint0,CFDPoint1,CFDPoint2,CFDPoint3,IntTimestamp0,IntTimestamp1,IntTimestamp2,IntTimestamp3,WaveformWords,Info.max,Info.min,Info.fracTimestamp,Info.intEnergy,Info.intEnergyB,Info.mean,Info.stdDev,
279,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,15605,-14,523329,277951,5262,-520,-861,-1121,-1335,0,50704,52361,249,2046,1625,1186,-26974.738139,16286.500000,14851.000000,1320.167155,38.743541,
280,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,15595,-13,528214,276820,5262,-89,-413,-711,-970,0,15558,56615,249,2046,1600,1184,-15704.408931,12713.000000,13720.000000,1322.418377,40.848526,
281,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,15085,-13,522382,273346,5253,757,417,89,-186,0,35166,59138,249,2046,1563,1173,2352.444304,12155.000000,10696.000000,1318.593353,36.251279,
282,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,15536,-25,522803,281090,5253,-1300,-1629,-1952,-2251,0,31893,60962,249,2046,1603,1174,-40759.865659,19688.500000,18440.000000,1325.418377,44.023365,
283,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16521,-19,524024,284444,5253,-2545,-2884,-3206,-3437,0,28336,63729,249,2046,1662,1184,-70444.740938,22432.000000,21794.000000,1329.681818,51.978179,
284,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,15877,-16,525192,282806,5255,-1294,-1615,-1919,-2194,0,8936,65350,249,2046,1617,1193,-42292.498890,20210.000000,20056.000000,1327.308895,44.408080,
285,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16160,-16,524364,280089,5255,-713,-1040,-1334,-1590,0,28431,4412,250,2046,1652,1176,-29982.905983,17907.000000,17339.000000,1322.234604,48.604009,
286,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,18902,-20,523750,299813,5255,-4827,-5312,-5537,-5546,0,10923,6659,250,2046,1910,1157,-151821.998321,37938.000000,37063.000000,1328.085533,81.749265,
287,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,18021,-20,526014,293807,5255,-4026,-4402,-4622,-4605,0,39835,6760,250,2046,1834,1184,-153691.023676,30800.000000,31057.000000,1333.543011,68.656040,
288,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,17107,-18,526537,289270,5255,-2603,-2980,-3315,-3496,0,63065,7359,250,2046,1730,1173,-71869.055519,26001.500000,26520.000000,1330.258553,58.401082,
289,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16126,-15,523576,281853,5255,-689,-1018,-1313,-1563,0,7734,9687,250,2046,1658,1170,-29518.912124,20065.000000,19103.000000,1323.470674,49.989528,
290,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16684,-19,522904,285261,5259,-2394,-2751,-3069,-3274,0,50660,12935,250,2046,1679,1174,-68061.753437,23809.000000,22311.000000,1330.274194,50.827075,
291,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16161,-15,525785,280621,5259,-388,-694,-969,-1227,0,7472,15358,250,2046,1646,1161,-22901.146132,17728.500000,17671.000000,1320.972630,49.780635,
292,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,17240,-20,521590,285926,5257,-3221,-3624,-3948,-4108,0,51756,17260,250,2046,1738,1181,-86532.663317,25131.000000,23076.000000,1323.284457,57.008430,
293,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,15143,-14,528732,273455,5257,241,-113,-436,-653,0,60516,17344,250,2046,1571,1171,-8663.338880,9089.000000,10605.000000,1313.151515,38.196699,
294,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16004,-16,528202,280342,5260,-1704,-2046,-2354,-2609,0,64374,18109,250,2046,1625,1194,-51370.603154,16241.000000,17342.000000,1330.820137,45.899215,
295,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16049,-17,528427,280838,5260,-2022,-2354,-2624,-2830,0,5929,20037,250,2046,1651,1183,-64147.488245,16624.500000,17838.000000,1322.937439,46.234580,
296,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,17199,-19,522504,289322,5260,-2786,-3182,-3511,-3695,0,47258,20606,250,2046,1735,1159,-75181.064572,28070.000000,26322.000000,1325.015152,60.825546,
297,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,17183,-20,525299,290759,5261,-3035,-3414,-3762,-3996,0,46749,21598,250,2046,1726,1185,-76618.178067,28109.500000,27709.000000,1327.916422,61.027223,
298,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,17335,-19,526734,288332,5261,-3217,-3618,-3926,-4048,0,42320,22986,250,2046,1755,1165,-91450.672379,24965.000000,25282.000000,1326.440371,61.306332,
299,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16333,-17,525675,284403,5261,-2278,-2655,-2990,-3256,0,48091,23413,250,2046,1671,1182,-60328.336902,21565.500000,21353.000000,1326.782502,51.131002,
FILE END
